VA Station Number,HCS,Address,City,State,County FIPS,Cases,Active,Convalescent,Deaths,totpop,medhhincome,medhvalue,male,age_under18,age_18_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85pl,race_white,race_black,race_nativeam,race_asian,married,divorced,educ_lesshs,educ_somecoll,educ_college,educ_collpl,urate_all,urate_male,urate_female,HSdropout_male,HSdropout_female,ind_agmining,ind_const,ind_manuf,ind_wholesale,ind_retail,ind_transport,ind_info,ind_FIRE,ind_pro,ind_educhealth,ind_artentertain,ind_otherserve,ind_public,occ_mgmtbiz,occ_pro,occ_healthsupp,occ_protective,occ_food,occ_building,occ_personalcare,occ_sales,occ_officeadmin,occ_farming,occ_constextract,occ_production,occ_transport,income_less10k,income_10k15,income_15k20,income_20k25,income_25k30,income_30k35,income_35k40,income_40k45,income_45k50,income_50k60,income_60k75,income_75k100,income_100k125,income_125k150,income_150kpl,rent_share_income,poverty_under18,poverty_18_64,poverty_65pl,poverty_white,poverty_black,poverty_nativeA,vetshare_18_64,vetshare_65pl,Services,Satisfaction,Wait Times
vha_442,442,2360 East Pershing Boulevard,Cheyenne,WY,56021.0,54.0,2.0,50.0,2.0,97692.0,59384.33494639218,197886.13638318173,0.50628507,0.23309995,0.09362077,0.15005323,0.11869959,0.12300905,0.13086025,0.08939319800000001,0.043841869000000006,0.017422102,0.88943821,0.024679605,0.007237030699999998,0.011157515,0.53584075,0.13406526,0.32642078,0.38706782,0.18479946,0.10171192,0.052961446,0.049775306,0.056542397,0.052163832,0.038794883,0.036920391,0.07428766,0.036005363,0.015023513999999996,0.13963781,0.06909539599999999,0.02172664,0.047538995999999986,0.08867278,0.22216074,0.08228885400000001,0.039665483,0.12697636,0.14476624,0.22309706,0.029493755,0.018279318,0.055838104000000006,0.041665781,0.02000298,0.098440193,0.11661311,0.0084906267,0.1178899,0.028429765,0.096993171,0.047014982,0.034840092,0.04464126,0.046504505,0.042548303,0.04377345,0.041884683,0.044488117,0.035835523,0.083718315,0.1114883,0.14663468,0.11248372,0.073381148,0.090762906,0.17359078,0.12185626,0.096008025,0.081709616,0.096787065,0.063945577,0.10104012,0.092378244,0.054241829000000005,"['Audiology', 'Cardiology', 'DentalServices', 'EmergencyCare', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'Urology', 'WomensHealth']","{'primary_care_urgent': 0.800000011920929, 'primary_care_routine': 0.8399999737739563, 'specialty_care_urgent': 0.75}","[{'service': 'Audiology', 'new': 50.575342, 'established': 30.524861}, {'service': 'Cardiology', 'new': 13.68421, 'established': 3.4}, {'service': 'Gastroenterology', 'new': 6.375, 'established': 35.875}, {'service': 'Gynecology', 'new': None, 'established': 8.034482}, {'service': 'MentalHealthCare', 'new': 7.094339, 'established': 3.52985}, {'service': 'Ophthalmology', 'new': 35.5, 'established': 15.149122}, {'service': 'Optometry', 'new': 23.388888, 'established': 57.905844}, {'service': 'Orthopedics', 'new': 35.760563, 'established': 20.520467}, {'service': 'PrimaryCare', 'new': 18.28, 'established': 16.079081}, {'service': 'SpecialtyCare', 'new': 27.138314, 'established': 18.858394}, {'service': 'Urology', 'new': 8.25, 'established': 29.6}, {'service': 'WomensHealth', 'new': None, 'established': 8.034482}]"
vha_442GB,442,1116 10th Avenue,Sidney,NE,31033.0,54.0,2.0,50.0,2.0,9852.0,52280.77747117909,97001.19489063439,0.49766544,0.23964678,0.069427527,0.12403573,0.11510354,0.136419,0.13611449,0.091961026,0.053796183,0.033495735,0.95452702,0.0010150223,0.0060901339,0.012789281,0.54875112,0.12324078,0.35022771,0.38783604,0.2012634,0.060672838,0.027782822,0.03044655,0.024696197000000003,0.03763441,0.0039215689,0.064811356,0.033993277999999995,0.05752708400000001,0.037168473,0.28576764,0.05790063400000001,0.015128875,0.022226373,0.073776618,0.20190512,0.074336946,0.032685842,0.04277176,0.18397459,0.2099365,0.046880838,0.020545386,0.04930893,0.04463952,0.029697422,0.087784834,0.10440792,0.019051177,0.067239448,0.039223012,0.097310424,0.049391069,0.047361299,0.064952642,0.036761388,0.05074425,0.054127198,0.06359946,0.02819125,0.037437979,0.10216509,0.10487144,0.15426251,0.071718536,0.047812358,0.086603515,0.15430329999999998,0.12008547,0.093328662,0.095124848,0.091966398,0.33333334,0.38333333,0.055800293,0.044453345,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{'primary_care_routine': 0.8700000047683716},"[{'service': 'Audiology', 'new': 17.5, 'established': 12.761904}, {'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 2.0, 'established': 14.074766}, {'service': 'SpecialtyCare', 'new': 17.5, 'established': 12.227272}]"
vha_442GC,442,2509 Research Boulevard,Fort Collins,CO,8069.0,54.0,2.0,50.0,2.0,338161.0,62569.00715996077,310884.6684674097,0.49862343,0.20053171,0.14545734,0.14374809,0.12155157,0.11456377,0.12751026,0.090022206,0.039939556,0.016675488999999998,0.91456139,0.0096847359,0.006866551899999999,0.02219357,0.50071687,0.10342025,0.23465258,0.30200624,0.27582622,0.18751498,0.050237186,0.053855654,0.046104617,0.036529679,0.01669777,0.021444155,0.068425119,0.094452366,0.020265967,0.11317936,0.035475306,0.020914251,0.051304746,0.12825905,0.24815802,0.10691072,0.051169451,0.040041491,0.16775373,0.27357644,0.023022588,0.018456405,0.063622169,0.035137068,0.033220399,0.10392861,0.10653303,0.0049382439,0.07579866099999999,0.039421391,0.054591268,0.050723825,0.033079452999999995,0.036809035,0.045181874,0.044725038,0.037977338,0.047338739000000005,0.038396727,0.038164567,0.07513836,0.098811477,0.14063074,0.10511731,0.066256262,0.14164926,0.21778198,0.10066478,0.13932978,0.06326878799999999,0.11417671,0.19411565,0.22417681,0.0374211,0.03965348,"['Audiology', 'MentalHealthCare', 'Orthopedics', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.47999998927116394, 'primary_care_routine': 0.7900000214576721}","[{'service': 'Audiology', 'new': 11.804878, 'established': 7.706521}, {'service': 'MentalHealthCare', 'new': 5.538461, 'established': 3.703125}, {'service': 'Orthopedics', 'new': 21.125, 'established': 7.307692}, {'service': 'PrimaryCare', 'new': 12.6, 'established': 9.448412}, {'service': 'SpecialtyCare', 'new': 16.66279, 'established': 7.444444}]"
vha_442GD,442,5200 Hahns Peak Drive,Loveland,CO,8069.0,54.0,2.0,50.0,2.0,338161.0,62569.00715996077,310884.6684674097,0.49862343,0.20053171,0.14545734,0.14374809,0.12155157,0.11456377,0.12751026,0.090022206,0.039939556,0.016675488999999998,0.91456139,0.0096847359,0.006866551899999999,0.02219357,0.50071687,0.10342025,0.23465258,0.30200624,0.27582622,0.18751498,0.050237186,0.053855654,0.046104617,0.036529679,0.01669777,0.021444155,0.068425119,0.094452366,0.020265967,0.11317936,0.035475306,0.020914251,0.051304746,0.12825905,0.24815802,0.10691072,0.051169451,0.040041491,0.16775373,0.27357644,0.023022588,0.018456405,0.063622169,0.035137068,0.033220399,0.10392861,0.10653303,0.0049382439,0.07579866099999999,0.039421391,0.054591268,0.050723825,0.033079452999999995,0.036809035,0.045181874,0.044725038,0.037977338,0.047338739000000005,0.038396727,0.038164567,0.07513836,0.098811477,0.14063074,0.10511731,0.066256262,0.14164926,0.21778198,0.10066478,0.13932978,0.06326878799999999,0.11417671,0.19411565,0.22417681,0.0374211,0.03965348,"['Audiology', 'Dermatology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Ophthalmology', 'Optometry', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.6899999976158142, 'primary_care_routine': 0.8799999952316284}","[{'service': 'Audiology', 'new': 46.482758, 'established': 17.527472}, {'service': 'Dermatology', 'new': 4.0, 'established': None}, {'service': 'Gynecology', 'new': None, 'established': 17.4}, {'service': 'MentalHealthCare', 'new': 16.5, 'established': 1.756756}, {'service': 'Ophthalmology', 'new': 14.0, 'established': 43.02439}, {'service': 'Optometry', 'new': 15.195121, 'established': 52.788944}, {'service': 'PrimaryCare', 'new': 8.551724, 'established': 11.607655}, {'service': 'SpecialtyCare', 'new': 27.827777, 'established': 32.525602}, {'service': 'WomensHealth', 'new': None, 'established': 17.4}]"
vha_442HK,442,759 East Cole Street,Wheatland,WY,56031.0,54.0,2.0,50.0,2.0,8673.0,43549.74522945011,160620.6630362554,0.5187363,0.20569584,0.068142511,0.097082898,0.10157961,0.13663092,0.15646258,0.13547792,0.081747957,0.017179754,0.94811481,0.00011530035,0.0008071024799999999,0.0068027209,0.62782317,0.12387419,0.43632901,0.34630042,0.14099714,0.07637345,0.026666667,0.025661271,0.028012685,0.078703701,0.0,0.13628976,0.089157186,0.037845369,0.012537729,0.13605759,0.13628976,0.018806593,0.031112144,0.021592757,0.18713722,0.097747855,0.032737404,0.062688649,0.14650568,0.14139773,0.011841188999999998,0.011609008999999998,0.047829114000000006,0.062224288,0.01346645,0.094961688,0.12328767,0.040863711,0.15277456,0.077315994,0.07592291400000001,0.034044717,0.065802842,0.050304879,0.07164634,0.069613822,0.078506097,0.042936992,0.044969514,0.070630081,0.063770324,0.083079271,0.12296748,0.072408535,0.068597563,0.060721546,0.19007984,0.20304568,0.10058188,0.077974685,0.10776233,,,0.033405956,0.078576617,[],{},[]
vha_442QA,442,1809 East Daley Street,Rawlins,WY,56007.0,54.0,2.0,50.0,2.0,15477.0,55672.582836849695,153223.05046118321,0.53834724,0.23389545,0.08244492099999999,0.13859275,0.12870711,0.1141048,0.14789689,0.091555208,0.049105123,0.013697745,0.9304775,0.010660981000000002,0.016992956,0.0096918009,0.55159914,0.12188834,0.450241,0.34684813,0.14507136,0.057839524,0.027604977000000003,0.027301444,0.028014617,0.019553073,0.036231883,0.15740371,0.07583633099999999,0.11368786,0.011062242,0.11288818,0.081167534,0.0031987205,0.028655205,0.022924164,0.15300547,0.095561773,0.031987205,0.11262162,0.12528323,0.16553378,0.015060643,0.036385447,0.069572173,0.031987205,0.020658404,0.075036652,0.095295213,0.024390243,0.1640677,0.088497937,0.08823137699999999,0.057719603,0.05945434400000001,0.04194922,0.038952846,0.041633811,0.060242865,0.042580035,0.044945594000000005,0.036744993,0.07443621,0.090679705,0.14729539,0.099038005,0.07427850400000001,0.090048887,0.16164503,0.14792244,0.12947345,0.11173426,0.12613794,0.1031746,0.10550459,0.03543108,0.041589338,"['Audiology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'Audiology', 'new': 8.0, 'established': 3.5}, {'service': 'MentalHealthCare', 'new': 5.0, 'established': 57.0}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 3.181818}, {'service': 'SpecialtyCare', 'new': 17.5, 'established': 3.5}]"
vha_442QB,442,908 West 25th Avenue,Torrington,WY,56015.0,54.0,2.0,50.0,2.0,13438.0,46026.09603895554,155534.8043908933,0.51704121,0.208662,0.093317457,0.11110284,0.11214466,0.11393064,0.14771543,0.11646079,0.06957880400000001,0.027087364,0.9310165,0.00074415834,0.011385622,0.0054323561,0.57624227,0.11294816,0.36535183,0.38997868,0.15309168,0.091577828,0.06888856,0.06735751,0.070954211,0.037900876,0.024725275,0.10466602,0.05736657200000001,0.049856186,0.019335251,0.075423457,0.11329498,0.013902205,0.025886865,0.047619049,0.25487375,0.119527,0.042186003,0.076062642,0.13838287,0.2043784,0.035155002000000005,0.034835409,0.094758712,0.040108662,0.014062,0.07686162,0.079897732,0.04090764,0.094918504,0.033077661,0.1126558,0.029372239,0.071030907,0.073718563,0.044730276,0.045690153,0.045882128,0.062775962,0.067767322,0.062392015,0.064311765,0.099059321,0.13015933,0.09867537,0.048185833,0.056248799,0.17454897,0.14280483,0.12244898,0.071352504,0.11680294,,0.068376072,0.041094601,0.05896182,[],{},[]
vha_442QD,442,2901 Armory Road,Laramie,WY,56001.0,54.0,2.0,50.0,2.0,38102.0,43336.1391663449,209814.78666048558,0.52270222,0.16765524,0.27869928,0.16342974,0.098183826,0.085087396,0.098420031,0.066085771,0.028974857000000007,0.01346386,0.90126503,0.012151593,0.0083197728,0.030602068,0.40448818,0.086146109,0.20056885,0.30021331,0.27523109,0.22398673,0.043383949000000005,0.049034685,0.037037037,0.0,0.0,0.034580499,0.059996221,0.023478836,0.011715798,0.10605631,0.024848828,0.01053477,0.038029101,0.071145125,0.41605252,0.11871693,0.044264928,0.04058012,0.11654384,0.31027967,0.023809524,0.020975057,0.072609596,0.045823883,0.035430837,0.083380572,0.10322184,0.0060941041,0.097741872,0.02404573,0.060043462,0.09714856,0.06364260599999999,0.062082734,0.056592003,0.074000128,0.054532975,0.031634118,0.04211643,0.051226057,0.07855493599999999,0.08716540800000001,0.10925314,0.084170461,0.040806141,0.06707431400000001,0.19511363,0.12957969,0.27524629,0.070019722,0.22698,0.19282511,0.63389832,0.044966865,0.025749449,[],{},[]
vha_442QE,442,100 College Avenue,Sterling,CO,8075.0,54.0,2.0,50.0,2.0,21689.0,45238.25029971035,142866.39285608212,0.5398128000000001,0.21379501,0.10678224,0.13177186,0.1181244,0.13306284,0.12831389999999998,0.089031309,0.045414727,0.033703722,0.92489278,0.0093134772,0.0048411638,0.0075614368999999985,0.47830236,0.12900691,0.43132466,0.36319217,0.13748643,0.06799674,0.041427545,0.061754815,0.012581345,0.081453636,0.023217248,0.097193636,0.10458373,0.035547242,0.020392891,0.11927035,0.058278766,0.016651075,0.040785782,0.074929841,0.21945743,0.08269410599999999,0.048175864000000006,0.082039289,0.13582787,0.17268476,0.051169317,0.037418149,0.062301215,0.031898972000000005,0.018521983,0.08840037099999999,0.098409727,0.024976613,0.14396632,0.051075771,0.083348922,0.08077722,0.068434559,0.045460101,0.048759624,0.041916169,0.073444948,0.054258830999999993,0.054136625999999986,0.039716486,0.078088723,0.11988268,0.13882439,0.065012835,0.038372234,0.052914578,0.18249458,0.19126637,0.15559593,0.077098154,0.12634687,0.43023255,0.27619049,0.051665492,0.0480882,"['MentalHealthCare', 'PrimaryCare']",{},"[{'service': 'MentalHealthCare', 'new': None, 'established': 0.0}, {'service': 'PrimaryCare', 'new': 6.666666, 'established': 9.958333}]"
vha_459,459,459 Patterson Road,Honolulu,HI,15003.0,130.0,17.0,110.0,3.0,987638.0,76663.30851861711,600871.0814102405,0.5038749,0.21367039,0.097102381,0.15319379,0.12592265,0.122634,0.1189616,0.090931088,0.048449937,0.029134156,0.21012254,0.023765793,0.0015268752,0.42510718,0.50206846,0.08581683,0.34545261,0.31126168,0.22521584,0.11806989,0.043070644000000005,0.045203652,0.040752962,0.023474796000000003,0.034271076,0.0068210592,0.071269557,0.033045281,0.023734568,0.11357032,0.062895648,0.016518392,0.068728916,0.098821454,0.21511935,0.14703833,0.042757485,0.099679656,0.14207177,0.21708217,0.02732035,0.031987391000000004,0.077094324,0.048788313,0.029117489,0.11054534,0.12935159,0.0046861591,0.08432749699999999,0.027318226,0.07030937799999999,0.047707245,0.025786053,0.025542092,0.028065164,0.028931867000000007,0.03188508,0.032677956,0.036221813,0.029699061,0.066123106,0.098524995,0.13992457,0.11595538,0.08591926800000001,0.20703635,0.24649604,0.10740181,0.08271065400000001,0.077814855,0.07382378,0.088888891,0.22873481,0.061208908,0.043906435,"['Audiology', 'Cardiology', 'DentalServices', 'Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'Nutrition', 'Optometry', 'Orthopedics', 'Podiatry', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']","{'primary_care_urgent': 0.6800000071525574, 'primary_care_routine': 0.7799999713897705, 'specialty_care_urgent': 0.8899999856948853}","[{'service': 'Audiology', 'new': 18.0, 'established': 26.622222}, {'service': 'Cardiology', 'new': 9.666666, 'established': 19.974358}, {'service': 'Dermatology', 'new': None, 'established': 0.0}, {'service': 'Gastroenterology', 'new': 6.6, 'established': 0.0}, {'service': 'Gynecology', 'new': 6.0, 'established': 3.64}, {'service': 'MentalHealthCare', 'new': 12.372093, 'established': 0.543557}, {'service': 'Optometry', 'new': 0.8, 'established': 31.125}, {'service': 'Orthopedics', 'new': 5.25, 'established': 6.857142}, {'service': 'PrimaryCare', 'new': 2.74468, 'established': 1.292631}, {'service': 'SpecialtyCare', 'new': 5.688442, 'established': 12.060279}, {'service': 'WomensHealth', 'new': 6.0, 'established': 3.64}]"
vha_459GA,459,203 Ho'ohana Street,Kahului,HI,15009.0,130.0,17.0,110.0,3.0,165281.0,71310.21111898049,554358.5923444739,0.49876878,0.22093889,0.069929391,0.12873833,0.13262263,0.13594425,0.14326511,0.10405309,0.043416969000000014,0.021091353,0.35519511,0.0058566923,0.0014278713,0.29156408,0.49867558,0.10874259,0.39812809,0.33620292,0.17958125,0.086087741,0.044380985,0.04723797,0.04138606,0.10469089,0.019163763,0.021703156,0.078848056,0.024215151,0.019917378,0.11503983,0.049989879,0.012488541,0.070788242,0.10615855,0.17010131,0.22811529,0.043430123,0.059204496,0.1227901,0.17328,0.024310391,0.033763111,0.10356322,0.089479387,0.036156055,0.1140636,0.10727764,0.0094408132,0.092824742,0.031132065,0.061918877,0.04532557,0.02968272,0.031764749,0.036278881,0.02946162,0.037255406,0.030954048,0.038582008,0.032980800000000005,0.07126800700000001,0.10312489,0.15198806,0.10618344,0.080167301,0.1749825,0.21878445,0.11732873,0.095190912,0.079474047,0.10429681,0.43522727,0.22457626,0.03389078,0.037427075,"['MentalHealthCare', 'Nutrition', 'PrimaryCare']","{'primary_care_urgent': 0.7099999785423279, 'primary_care_routine': 0.9100000262260437}","[{'service': 'MentalHealthCare', 'new': 5.166666, 'established': 2.012722}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 3.020618}]"
vha_459GB,459,45 Mohouli Street,Hilo,HI,15001.0,130.0,17.0,110.0,3.0,197658.0,54832.029108007126,308480.44438051124,0.49720225,0.21866052,0.074618787,0.12034423,0.11618553,0.12001032,0.15685174,0.1213915,0.047162272000000005,0.024775116,0.33464369,0.006789505,0.0042952979,0.22515659,0.48313591,0.11179093,0.37999412,0.3250936,0.19574913,0.099163137,0.05931282,0.058929823,0.059713785,0.057716437,0.0056074765,0.045587469000000005,0.07944287400000001,0.022978675,0.01886378,0.12782754,0.047506213,0.012934173,0.053401146,0.10848986,0.20381437,0.16226088,0.049135987,0.067757033,0.1204531,0.20054325,0.02514015,0.024758711,0.086042881,0.079558454,0.027105127000000003,0.11941282,0.1074727,0.023209848,0.091359876,0.0308617,0.064081371,0.084473483,0.047988657,0.050839033,0.043720398,0.044436648,0.04246331,0.034643047,0.042726424000000006,0.039232884,0.07451909,0.098886162,0.13559024,0.091972172,0.06088113,0.10762732,0.23636946,0.23424631,0.16457048,0.094332635,0.15874621,0.25454545,0.29782084,0.040436335,0.054911703,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7699999809265137, 'primary_care_routine': 0.8899999856948853}","[{'service': 'Dermatology', 'new': 11.0, 'established': None}, {'service': 'Gastroenterology', 'new': 16.875, 'established': 16.0}, {'service': 'MentalHealthCare', 'new': 17.571428, 'established': 3.848648}, {'service': 'PrimaryCare', 'new': 10.0, 'established': 4.118012}, {'service': 'SpecialtyCare', 'new': 16.407407, 'established': 10.68421}]"
vha_459GC,459,75-377 Hualalai Road,Kailua-Kona,HI,15001.0,130.0,17.0,110.0,3.0,197658.0,54832.029108007126,308480.44438051124,0.49720225,0.21866052,0.074618787,0.12034423,0.11618553,0.12001032,0.15685174,0.1213915,0.047162272000000005,0.024775116,0.33464369,0.006789505,0.0042952979,0.22515659,0.48313591,0.11179093,0.37999412,0.3250936,0.19574913,0.099163137,0.05931282,0.058929823,0.059713785,0.057716437,0.0056074765,0.045587469000000005,0.07944287400000001,0.022978675,0.01886378,0.12782754,0.047506213,0.012934173,0.053401146,0.10848986,0.20381437,0.16226088,0.049135987,0.067757033,0.1204531,0.20054325,0.02514015,0.024758711,0.086042881,0.079558454,0.027105127000000003,0.11941282,0.1074727,0.023209848,0.091359876,0.0308617,0.064081371,0.084473483,0.047988657,0.050839033,0.043720398,0.044436648,0.04246331,0.034643047,0.042726424000000006,0.039232884,0.07451909,0.098886162,0.13559024,0.091972172,0.06088113,0.10762732,0.23636946,0.23424631,0.16457048,0.094332635,0.15874621,0.25454545,0.29782084,0.040436335,0.054911703,"['Dermatology', 'Gastroenterology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.7799999713897705, 'primary_care_routine': 0.8500000238418579}","[{'service': 'Dermatology', 'new': 1.0, 'established': None}, {'service': 'Gastroenterology', 'new': 14.714285, 'established': 25.0}, {'service': 'MentalHealthCare', 'new': 3.4, 'established': 5.261627}, {'service': 'PrimaryCare', 'new': 27.5, 'established': 4.621301}, {'service': 'SpecialtyCare', 'new': 13.230769, 'established': 4.804347}]"
vha_459GD,459,4485 Pahe'e Street,Lihue,HI,15007.0,130.0,17.0,110.0,3.0,71377.0,72572.42876460218,504887.0582486785,0.49560782,0.22039312,0.069350071,0.12275663,0.12167785,0.13036412,0.14719027,0.11314569,0.053084325,0.022037912000000003,0.32530087,0.0067528756,0.005491965,0.34009555,0.49654177,0.097983554,0.38277182,0.32197806,0.20400031,0.091249801,0.039658703,0.045924224000000013,0.033154558,0.13744076,0.076271184,0.03016967,0.07434471,0.023388414,0.015195549,0.10775278,0.055163443,0.0078884,0.068836667,0.10528938,0.1580171,0.24927343,0.042957183,0.06172327,0.11494921,0.16626532,0.020758947,0.041019678,0.11500457,0.097290263,0.034764316,0.10999474,0.098618835,0.013977691,0.090453655,0.036452711,0.060450055,0.048392825,0.039335821,0.037249155,0.030767182,0.038225893,0.040046174,0.033874977,0.035739657,0.033741787,0.064420171,0.08111348,0.14890783,0.12369028,0.090925239,0.15356952,0.20381744,0.079438947,0.092295215,0.06734926299999999,0.094392195,0.11185683,0.18112245,0.033434924,0.042127285,"['MentalHealthCare', 'Nutrition', 'PrimaryCare', 'SpecialtyCare']","{'primary_care_urgent': 0.8899999856948853, 'primary_care_routine': 0.9599999785423279}","[{'service': 'MentalHealthCare', 'new': 4.5, 'established': 2.139664}, {'service': 'PrimaryCare', 'new': 26.333333, 'established': 5.247191}, {'service': 'SpecialtyCare', 'new': 11.2, 'established': 4.555555}]"
vha_459GE,459,498 Chalan Palasyo,Agana Heights,GU,66010.0,130.0,17.0,110.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['MentalHealthCare', 'Podiatry', 'PrimaryCare']","{'primary_care_urgent': 0.5299999713897705, 'primary_care_routine': 0.6700000166893005}","[{'service': 'MentalHealthCare', 'new': 11.142857, 'established': 3.22869}, {'service': 'PrimaryCare', 'new': 1.0, 'established': 0.365853}]"
vha_459GF,459,Fiatele Teo Army Reserve Building,Pago Pago,AS,60010.0,130.0,17.0,110.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Dermatology', 'Gastroenterology', 'Gynecology', 'MentalHealthCare', 'PrimaryCare', 'SpecialtyCare', 'WomensHealth']",{},"[{'service': 'Dermatology', 'new': 1.0, 'established': 9.0}, {'service': 'Gastroenterology', 'new': 15.0, 'established': 1.75}, {'service': 'Gynecology', 'new': None, 'established': 0.0}, {'service': 'MentalHealthCare', 'new': 0.0, 'established': 1.36}, {'service': 'PrimaryCare', 'new': 3.0, 'established': 0.20603}, {'service': 'SpecialtyCare', 'new': 5.76923, 'established': 3.138888}, {'service': 'WomensHealth', 'new': None, 'established': 0.0}]"
vha_459GG,459,91-2135 Fort Weaver Road,Ewa Beach,HI,15003.0,130.0,17.0,110.0,3.0,987638.0,76663.30851861711,600871.0814102405,0.5038749,0.21367039,0.097102381,0.15319379,0.12592265,0.122634,0.1189616,0.090931088,0.048449937,0.029134156,0.21012254,0.023765793,0.0015268752,0.42510718,0.50206846,0.08581683,0.34545261,0.31126168,0.22521584,0.11806989,0.043070644000000005,0.045203652,0.040752962,0.023474796000000003,0.034271076,0.0068210592,0.071269557,0.033045281,0.023734568,0.11357032,0.062895648,0.016518392,0.068728916,0.098821454,0.21511935,0.14703833,0.042757485,0.099679656,0.14207177,0.21708217,0.02732035,0.031987391000000004,0.077094324,0.048788313,0.029117489,0.11054534,0.12935159,0.0046861591,0.08432749699999999,0.027318226,0.07030937799999999,0.047707245,0.025786053,0.025542092,0.028065164,0.028931867000000007,0.03188508,0.032677956,0.036221813,0.029699061,0.066123106,0.098524995,0.13992457,0.11595538,0.08591926800000001,0.20703635,0.24649604,0.10740181,0.08271065400000001,0.077814855,0.07382378,0.088888891,0.22873481,0.061208908,0.043906435,"['MentalHealthCare', 'PrimaryCare']","{'primary_care_urgent': 0.8799999952316284, 'primary_care_routine': 0.8999999761581421}","[{'service': 'MentalHealthCare', 'new': 10.0, 'established': 4.751756}, {'service': 'PrimaryCare', 'new': 14.0, 'established': 2.736263}]"
vha_459GH,459,Marina Heights Business Park - Garapan,Saipan,MP,69110.0,130.0,17.0,110.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['MentalHealthCare', 'Podiatry', 'PrimaryCare', 'SpecialtyCare']",{},"[{'service': 'MentalHealthCare', 'new': 16.0, 'established': 0.935483}, {'service': 'PrimaryCare', 'new': 10.75, 'established': 0.0}, {'service': 'SpecialtyCare', 'new': None, 'established': 41.6}]"
vha_459QA,459,628-B Seventh Street,Lanai City,HI,15009.0,130.0,17.0,110.0,3.0,165281.0,71310.21111898049,554358.5923444739,0.49876878,0.22093889,0.069929391,0.12873833,0.13262263,0.13594425,0.14326511,0.10405309,0.043416969000000014,0.021091353,0.35519511,0.0058566923,0.0014278713,0.29156408,0.49867558,0.10874259,0.39812809,0.33620292,0.17958125,0.086087741,0.044380985,0.04723797,0.04138606,0.10469089,0.019163763,0.021703156,0.078848056,0.024215151,0.019917378,0.11503983,0.049989879,0.012488541,0.070788242,0.10615855,0.17010131,0.22811529,0.043430123,0.059204496,0.1227901,0.17328,0.024310391,0.033763111,0.10356322,0.089479387,0.036156055,0.1140636,0.10727764,0.0094408132,0.092824742,0.031132065,0.061918877,0.04532557,0.02968272,0.031764749,0.036278881,0.02946162,0.037255406,0.030954048,0.038582008,0.032980800000000005,0.07126800700000001,0.10312489,0.15198806,0.10618344,0.080167301,0.1749825,0.21878445,0.11732873,0.095190912,0.079474047,0.10429681,0.43522727,0.22457626,0.03389078,0.037427075,[],{},[]
